"ID","string","score"
"R/54814bc28fd48f7e092ea1830f579","Who's down to trade a smoke up for some brews?",0
"R/54796ea30b456e975c068083b55da","I'd do anything to fuck you",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547a63aff0838732975f201b201a7","Just got back. I already want to leave. ",0
"R/548c9ed0b643955d26801b390d071","So this guy just gave me his number and said anytime I need alcohol to text him. We talk casually and infrequently mostly about school work. If he was interested he woulda made a move by now right? ",0
"R/548939b65252377618b9542171dc1","Finals whoremones at an all time high",0
"R/547e5165e52f0d18ce1e251e6f1b0","I'll admit it: I have yellow fever",0
"R/54873b462df1628ac68742ee2c77e","Haven't gotten my period in 2 years... woke up with cramps this morning",0
"R/547cacce16f0012fb4baf7b64323a","I just want to use my new vape but instead I have to do buttloads of homework ",0
"R/54800f4a274e136390bc71e6a9705","If CAS came up the idea it probably sucks! ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547588ca85d9ef42908d10c5e216e","Who's got weed in this bitch???  ",0
"R/5489412abd429298252112b17777c","Is someone puking or coughing up a lung ",0
"R/548143978e0fd78a2a6ac9b14ab49","Stop trying to make fleek happen. It's not going to happen. ",0
"R/5484fb7d22d121da04d9c0f4fac33","Personally I would get more enjoyment out of this app if people on here appreciated more crude and racy humor but hey I still conform and enjoy it anyways!",0
"R/54840ff36bb0b5b7067b479fee17f","Caught in the friend zone and ya can't get out of it! ",0
"R/548153dd7aa3a61be7efe260cd304","This protest is the dumbest thing ever. ",0
"R/54713d10129c7a4df9f7ce45585e2","Idle Hour was crazy last night!",0
"R/5482b9e13539b85a53427278b5f31","Anyone on third floor of niagara still up? ",0
"R/54721aa38b3298259270b06a67a54","On adderall someone come over and get fucked rn",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/548cab804c438951dc874dbfc5fca","Is having mad shoulder pains a form of a hangover?",0
"R/548693e1f3081e6ac56c3a147df1b","How do you want to die? I want death to take less than a minute from onset but have may a minute or two warning beforehand.",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/547fc1682e7c0527ed01989e8ed35","Ahhhhhhhhhhhhhhhh",0
"R/548a20335f7860c7078d124fdf518","If you feel bad because you didn't do well on a final just remember someone from your high school is still trying to become a rapper.",0
"R/54810d061e58846effd093bf2bc51","If you have a deviated septum dont fucking sing! Your voice is fucking annoying!! ",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54822fd5896c10a5b931e77c3aa5d","Well unless you're a hockey player please stop. We notified the team. Their opinion matters the most for this event.",0
"R/5473f27a10f80061168e7acdbee30","Any gay boys coming back to Geneseo by the weekend? ",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/54872a874d1c9d402e08471c096a7","Set my alarm for 1030 it never goes off. Sick.",0
"R/5473918a2209bea9af693806c7720","I like the way the lady in cabin 3 fills out that bodice. ",0
"R/547d5a657ae1fa844b95611bf9ce0","Waiting for everyone in your room to go to sleep so you can poop in peace ",0
"R/5473ca27795e0c0aecbf133673f14","Anyone gonna go to Bouchers class tomorrow?",0
"R/54829b87588fbf6134985a60d8e3c","I can't go out alone any girls out there?",0
"R/547334423b963f4af0ed1c1dc1ef1","ATTENTION: When leaving for your classes this morning/afternoon/evening please do everyone on daga 2 north a favor and close the door behind you. The door is broken and the alarm will go off. ",0
"R/548b99cd73ef2b45ead74eaf40355","Horny girl wanting some dick tonight",0
"R/54717607e92439a5d561ad1d9ea85","RLK how was date party? If any of you are lonely I'll fuck you if your date doesn't ",0
"R/547ebf1b0755e58ea302caa27f3ae","Can't wait to smack a blant at 9 am when I finish my work ",0
"R/548b53f704eb538c5f08be0e1e4c2","If she's never experienced the IB she's too young for you bro",0
"R/54829c9b2d6eb38f1859d1a618241","Sigh...",0
"R/548942514378d537a6832785f6044","Has anyone here ever gotten academic probation?",0
"R/5481d722dde7e31f6ce11c44165b6","What happened in Spear's class this morning?",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/5480b302ccca8ed342f017ce66e05","I love Clio ",0
"R/547ebe4c6c9a371c2fee48b5b5a51","Do lesbians watch straight porn like guys watch lesbian porn?",0
"R/547e9eee817e68c651a1aa52e4e2d","How come calling marriage a different thing isn't ok because then it doesn't make it equal but saying feminism is for equality instead of using egalitarianism  is ok",0
"R/54856f86e1c8b711cc025d5461c69","I need to find something new to do because life is getting boring",0
"R/54815b37bc58bd77dc5dc02458211","It's 2am. Calm the fuck down. ",0
"R/547e35e2885b6fa5bea485e214073","As a feminist I believe we overvalue physical beauty and shouldn't judge others appearances.... BUT HOLY FUCK THE MEAN GIRL FROM HIGH SCHOOL GOT SO FAT AND ITS SO SATISFYING",0
"R/548bf74467c066a0ded2c581034fe","So girls at the statesmen: how do you want us to approach you? Slowly? Quickly? Ask first? Just start grinding away? Help a guy out here. ",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/5471876ed485a624877624435ee9a","Beyoncé is the greatest living entertainer. ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/54812cba0e296f1fe0cbe360c6a5b","🐮this emoji is terribly accurate on both accounts. Big girls need love too.",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/5482a2c50355e069bc5940860d9ec","No tindr I will not allow down",0
"R/547333d1f28130d289f5b47a5c928","S/O to getting through this Monday 830 hangover",0
"R/5488d7882080b26a1f4d04ddbd6b2","That test took every bit of dignity I had left ",0
"R/5484168a08d34ed28707b9fc2ad55","Who's tryna fuck",0
"R/547a0d3807d6b9bbabca92932a10f","Can't wait to be back at school...the yaks are way better there!",0
"R/547ebe4c6c9a371c2fee48b5b5a51","Do lesbians watch straight porn like guys watch lesbian porn?",0
"R/54893845476539cd87a9aea67a112","Pretty sure all my friends hate me ",0
"R/5488509a4d80b4031ddc9630615dd","9am time for bed",0
"R/547bbc38d13e028868d899c359d74","90% sure my shitty suitemates took my room key and hid it on me just to spite me.",0
"R/547d2455ec33258c016c4551e4828","Omegle partyyy @geneseo.edu",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/548b75af62bf26141574e1ef5c841","Only thing getting me through this final is the case of beer in my fridge ",0
"R/548bcce70a7b936779125fdb2d631","I am retarded ",0
"R/5482710979e62c8b5df6d9c48f57e","Chokeholds were banned 21 years ago ",0
"R/547b99003d731fac63af96fafccb2","Omg I missed geneseo's yaks so much",0
"R/548143978e0fd78a2a6ac9b14ab49","Stop trying to make fleek happen. It's not going to happen. ",0
"R/54780ed7a302338edc02d1215b136","Townies really doing a poor job in picking up the yak-slack ever since the college kids left ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/54734775425a22637eec493e8fd68","Shout out to padalino for making me look like an idiot ",0
"R/5478928ec77784225970586f6a1e0","who wanna party tonight?",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/547c085eb98d9fd226e3ff9033341","Honesty time ladies: what is just the right size to get the job done? ",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5474a0cd117fdfd154b04bb7c36c5","Keep thinking my phone is vibrating but it's just my stomach ",0
"R/548009868b11d79a2ebaeb61b2903","Let's sabotage the yak hookup ppl ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54869cf24f5ee3bd26863af77eb1f","Yo cute single guys? Kik please.",0
"R/548890b211a0020c230236daa5b59","I take adderall so I can focus better on not studying ",0
"R/54739eb669f16e12eb88a7ba16fb3","Live each day like it was your last! ",0
"R/5476d016cbb5682e7ffbcd869d638","Any guys looking to hook up with another guy? ",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/5471a7c0b46e1276ec8ccb70b41fb","Any ladies wanna have a good dicken right now?",0
"R/5483b3648d6246e405555ccc9a536","where can I find a list of finals times on mygeneseo? ",0
"R/547fccc724395fa6014318ec4a065","Doing macho stuff just feels so natural to me.",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/54869cf24f5ee3bd26863af77eb1f","Yo cute single guys? Kik please.",0
"R/5472ade2ddf848f91933eec78e4be","Is there chocolate chip cookie dough ice cream at south side?",0
"R/54838dc3528e0ae88dd22a478091f","I need a guy that will just wants to have a physical relationship but also has the balls to say that to my face and not pretend we are something more ",0
"R/547490743b2f23d31c5ef71f81395","That abbot and Costello skit describes my life ",0
"R/54875a9593f608a39d52759703c94","Eyes. Burn.",0
"R/547e578c0280d7600127dea35cfc7","Why are all the RL models young and skinny but all the clothes are cut for retired dudes in their mid-forties? ",0
"R/547376f51cf591a6fc838054aa9f7","Skew reality to keep living this lie",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/548be31a5a4769fe11209eb7f4c76","Is FB messaging creepy?",0
"R/5473c2364a44d5716fa240c8a9d56",".",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/54712ca8e3e124cfb4d234fd2e8a8","About to punch anybody who wrongs me in the throat. #OnEdge",0
"R/5482abaf84d1332be9fc96d1d1507","Can we get an after party going somewhere??",0
"R/5487f5c8e44aa909b7941e40c2658","What should I masturbate to ",0
"R/5488f0012b8e617ed2f9c4ec222b4","White lives matter ",0
"R/548191a73e02f7fbfecbe48ed5a89","My ex only recently found out I still have the hat he gave me almost 3 years ago",0
"R/5480d0dcae610c51f20f06eff9aad","Well that plant diversity lab final sucked...",0
"R/547d7319497352362651e8b2e51f3","3 am Ritalin jitters. ",0
"R/547a57d24735472996847d691dc19","Looking for another gay male to eat dinner with anyone?",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/547fd1c7591b610b01ab9e7aba047","Byte me ",0
"R/54878a41c594b80dca9ebb66d666f","If a girl stops answering my text and doesn't start another question what should I think? And should I text her again? ",0
"R/5486ac1873ebd0f552d9b682904d5","Who wants to cuddle?",0
"R/54858cb30167f781de2401eedec66","honestly I enjoy finals week for the sole reason that I don't have to try to keep up a decent appearance cause everyone else looks like shit too ",0
"R/547fe0743452f3a3cbb5812542ead","If finals were played in the form of a movie it would probably be like 300. A war that had lasted 2 weeks for Leonidas and his fellow Geneseo soldiers braving through the vigorous exams set by Profs",0
"R/547fd84019260fc6951c5e4f3f76e","RIP guest bathroom...12/3/2014",0
"R/54736b4a873c840a51a1c21eeff3a","Who decided to set the thermostat to satan's asshole in logic today ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/547a5127d1feb4c6e13ad12054528","Erie is deadddd people come over ",0
"R/54829c9b2d6eb38f1859d1a618241","Sigh...",0
"R/5487e46e31650d0e34c7e289e8b97","I have a feeling that any yak with 't was the night in it will pass finals",0
"R/547f9b341f6e4e4dc30055643fdbe","Does anyone know what happened between Mac and kappa sig?",0
"R/5481f00979b1621ce0d7fb7a34688","Protestination.. protesting as a form of procrastination. It's almost finals week don't you guys have something useful to do??",0
"R/547e51037de1c09b5d69995b18dc4","BS in Biology- Bachelors of Science in Biology or BullShitt-in Biology?",0
"R/54828b13e939ca15fe0e3d4933ed8","I need some real honest unbiased advice right now ",0
"R/548a0d20debfe3f9475d3db3a7b38","Where is the logic final tomorrow?",0
"R/548a5eaf4e453003b89e41cee6510","Is anyone actually fully prepared for logic tomorrow or....",0
"R/5474e45d54c4db021d05b46992672","It sucks that it takes so much to let some in in and then right when you do they throw it away",0
"R/54721aa38b3298259270b06a67a54","On adderall someone come over and get fucked rn",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/547d5a657ae1fa844b95611bf9ce0","Waiting for everyone in your room to go to sleep so you can poop in peace ",0
"R/548aff8ddf1f59465dae2d63dfdf7","They say morning sex is the best sex but I really don't appreciate getting boned by a piece of paper this early. ",0
"R/5489ec1093fca1de83553ce264462","What do I need to get in hum 2 to graduate? C- or does it not matter?",0
"R/547b562ab22adc450cfe75a72993b","Is books and bytes open today? ",0
"R/5482a81ed57077e93f59e442da14e","*yak about drunk*",0
"R/548a62387001ed06e7ac8513c577d","Dellavedova is easily the best player in the NBA#mvp",0
"R/548a08a5a8c208795cb4814a01ede","Boucher is the worst teacher I have had on this campus so far",0
"R/547d2455ec33258c016c4551e4828","Omegle partyyy @geneseo.edu",0
"R/547f9a4aecc63c648366c2d030b43","I'm undeclared can I participate in the j.o. Games? ",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/548bece0e71f79ea22db192eb3c48","Ugh sex",0
"R/547bc04d6ee844b2de8e187dadd33","All my usuals aren't good can anyone hook me up with a dub",0
"R/547a574e4a958089f1975d3638b99","The white privilege in this town makes me sick! ",0
"R/5482a166c1860358ed5cdb3f0d651","Onion breath",0
"R/547fe429d1af3fc62f91773297dda","Anyone writing Deutsch's paper right now?",0
"R/547fe429d1af3fc62f91773297dda","Anyone writing Deutsch's paper right now?",0
"R/548273611b78619c2169dc69f825d","How do you get rid of a headache?",0
"R/54816aa7ddb05c8b261bddab6f4b0","alternate between wanting to see everyone and wanting my bed.",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/547ebe4c6c9a371c2fee48b5b5a51","Do lesbians watch straight porn like guys watch lesbian porn?",0
"R/548bc3eba266cdd5c3b740ab1017d","I miss my boyfriend. So I'm listening to Labrinth's Jealous and playing Fireboy and Watergirl. ✌️",0
"R/547bdc5c642aa32f28b86313c21bd","We need some of that totino's pizza up in this bitch....letch make the move",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54890bc353d3ce86585b9629d930b","I wonder if chicks have to check all 3 stalls in milne to take a shit",0
"R/548cb5804333bb4ca19bbc3fa18fa","The patriarchy is pretty cool",0
"R/5489eee8a8432f7622512ae80a74b","I don't know if it's just me but I feel like I've done really well on my finals so far! Hard work pays off.",0
"R/548a62387001ed06e7ac8513c577d","Dellavedova is easily the best player in the NBA#mvp",0
"R/54822fd5896c10a5b931e77c3aa5d","Well unless you're a hockey player please stop. We notified the team. Their opinion matters the most for this event.",0
"R/548939b65252377618b9542171dc1","Finals whoremones at an all time high",0
"R/5473918a2209bea9af693806c7720","I like the way the lady in cabin 3 fills out that bodice. ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5486d3a0df24c59c020fc1be4a1ea","For all the fans of psychedelics out there",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/5484af78718f9cced5503b9758ac6","Anyone in Dr.Stone's intermediate micro class? Check out the homework she just posted. She is out of her fucking mind",0
"R/547f45324ef9343ffd6fc4448efef","Had to explain to my aunt what a fleshlight was over break ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/5484c3a4aefb2c423593419b69590","I feel so guilty ease dropping ",0
"R/547c10df952f3f04f0969a3b7004e","Litterally miss having sex in a long distance relationship so bad porn don't do it no more ",0
"R/5482a2ec18f1a8fab014d64480e48","Wha is the WORST smell you can think of?",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/548bea3373db22e822dbed1ec8493","I can't fucking sleep ",0
"R/5481238a085e91de6f89688e65dbe","I do not have enough of a social life. I am considered at pretty likable have no offputting characteristics or features and no social or mental issues that preclude me from making friends. What do?",0
"R/54867c4399eec9d2bf3544d54f705","What's good with the statesman ",0
"R/5472c1c908792ccafbd7f5d4b5531","That awkward moment when you're studying to classical on pandora and Time to Say Goodbye comes on. I should be thinking about calc but no. I'm thinking about the fucking Catalina wine mixer. ",0
"R/5488ec6325864964e706582f09682","To people laughing in the library during finals week: What are you doing? What's wrong with you? Are you unwell?",0
"R/547c47f49a5e0c709233ed74ab5fe","Roommates alarm just went off and I haven't gone to bed yet. procrastination at its finest",0
"R/5482810212c91d9394f970f0cb9b1","What you know about fun run? ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54879074518cd0beb5019f7892aa6","Anybody in American Military History have any idea what to study for the final tm?",0
"R/547d56800b224d78a5091eb95e94a","Anybody else like to go on tinder to masterbate?",0
"R/547486c829602669bcd55c990b71c","Looking forward to chasing some hometown tail Wednesday evening. ",0
"R/5473396d225ff684be00a0bad2c02","Alex from Target? Nah bro Brenda from Southside 💕",0
"R/5476d2ecdf43ae51f8ae482885931","So...anyone wanna add my kik? i_am_a_chemist .",0
"R/5489de03935f7ab9f02d2bf754d03","Shout out to Boucher for that curve!",0
"R/5473c7dbc7943e14c15c10c6ae406","TURKEY. STUFFING. MASHED POTATOES. GRAVY. I CANNOT WAIT TIL WE ARE REUNITED!",0
"R/54828b64d6f670c5cbcf9293e8200","How was everyone's day today",0
"R/547e5165e52f0d18ce1e251e6f1b0","I'll admit it: I have yellow fever",0
"R/547413c6e0078ee2e42facd25f49f","We should learn something from these ferguson riots and do the same to geneseo until we get the IB back",0
"R/54827771510a7276bddd5a7beb613","How long does it take for Vito's to deliver?",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/54765ec8bee40441adef2bb144727","who wanna fuck a high school girl doe?",0
"R/5483f536db2ce431b73108d971da6","How do I know if I have mono",0
"R/5489de03935f7ab9f02d2bf754d03","Shout out to Boucher for that curve!",0
"R/547c085eb98d9fd226e3ff9033341","Honesty time ladies: what is just the right size to get the job done? ",0
"R/54890c510c80ca6098026b79562c0","Just dropped out. And it feels so good. Good luck with finals nerds.",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5486afa877ae4e544c26e46469497","Hockey player get beat up press charges against a DK then yak about it hahahahaha",0
"R/54750feed2de1e2e42bf204097857","Lets get cocked!",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/547ea57068f6b7cda63e172f59a06","RLkunt will never die ",0
"R/548228513e5c3436267e6976f4f95","This week's had me as tense as a fucking belt on a morbidly obese guy",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5481c4b1e248e2a62298cad57e731","If your life is a mess and you're exhausted and you've been a shitty friend because you don't have time for anything and you feel like you're slowly losing your mind clap your hands 👏👏",0
"R/5484df48c79d0b6301e934ff104a7","When you're sitting next to someone who is sick and you can just feel yourself breathing in all of their germs",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/54718991b6a1808c0f20dbfac5be2","I need vagina now...",0
"R/5489412abd429298252112b17777c","Is someone puking or coughing up a lung ",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/548a2c23240d159e0a3ad0cc2937f","I understand if you have extra meal plan money to spend but don't spend it all during prime meal time hours and hold up the line ",0
"R/547154c790cdf9bcba3bdefb2beea","Free forties outside Zbxi ",0
"R/547fe91a2c7aba3560c4121421e89","Great gramphics and grameplay",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54828b64d6f670c5cbcf9293e8200","How was everyone's day today",0
"R/547397e22cb9b8600fb353f65ef91","What would happen if u folded the universe up in a tube?",0
"R/54893b162cb3bf923fe352c5bd48a","Gonna sit next to a nerdy looking person and hope their answers r correct. ",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/5473976be70f9fbe275ea7e99a86d","Just donated to make your mark. Then they send the god damned tuition bill. Fuck.",0
"R/5482aefa7b2d4df3fada2a3970bba","Need a girl to sleep with on south side 😪 ",0
"R/54813b4600155f16a865dd9a355c9","April from Parks & Rec is my spirit animal ",0
"R/547bf2e5b5ac714a4046ff16371c5","People in the first floor in the cubbies please kindly keep the noise level down",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/547bae0bcc094a986e154ee7610ee","What time is Southside open to tn?",0
"R/547de2328b3febaefdaaa7001f63c","All I want for Christmas is unlimited printing balance.",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5488be72263b22b22af6c72408df5","Anyone have Gu's old mgmt finance final???",0
"R/54872fe71a7bf60035e47dcf4c93d","Will pay for someone's Boucher theater notes ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/547397e22cb9b8600fb353f65ef91","What would happen if u folded the universe up in a tube?",0
"R/547fea4b7aef557b812a2261549dc","FUCK ",0
"R/548491414483277dda15dfbe08cc0","Don't ask me for help ever again because you owe me a hell of a lot already",0
"R/54851c02b24313bcd661333607174","After closely studying the squirrels throughout the semester I've finally managed to have a decent amount of money on my meal plan",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/547e58cd150f6dcbee43ecda61bf2","When I'm going to hell and I'm getting ready to leave ima put air in a bag and charge people to breathe ",0
"R/548a6f73c40789278b06ff3e61e43","I just wanna get my ass torn apart",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/547e5165e52f0d18ce1e251e6f1b0","I'll admit it: I have yellow fever",0
"R/54887bd9281216d09076bdbfa99c6","To pop an addy today or nah that is the question...",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/547e51037de1c09b5d69995b18dc4","BS in Biology- Bachelors of Science in Biology or BullShitt-in Biology?",0
"R/547cc52ba1d5aa36080fbfb3445e4","How can you guys sleep knowing your bed is back at home by itself?",0
"R/547cfc81d57d515360ba60ea2baa0","My bed is too comfy for me to do any work",0
"R/54889a13ae60eefed0e473cb09c67","Anybody have a paper on a US immigration topic? I'll give u $50 to turn it over to me",0
"R/54727512d023a6cd14f8ddb7ab327","Before having sex or looking for sex I always play the song Get Some",0
"R/548083172e9b08ac965eee828a706","I am a deer in the headlights of love",0
"R/54740608006c8a39d5727ad5f8b49","Lol sig tau... you're hilarious",0
"R/54822dd8e6420bf319c7ad47852cf","This is a yak not about protesting",0
"R/547a86c7d9cf14d5233069a2cd9f5","The airport yaks were bringing back the good ole days of A/S/L ...glad to be home in Geneseo lol",0
"R/5476620cc169b9665a87375560cf7","Who's the cutie all alone on a main st bench?",0
"R/548998d2a69e082a30fbd915f9239","So nervous for Boucher's final. seriously this is intro to theatre and I feel like I'm trying to get into med school ",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/5481dfb322d946a29a9be2a3df53a","Even though the evidence clearly supports the ferguson officers claims on what happened that day you protestors are way too stubborn to accept the fact that the kid was in the wrong ",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/54761b549e5588aff25e7c2adea11","Is the library open? I need to print something out. Can't find a computer/printer at the Union lol",0
"R/5474286947ea9f5576bb659e59f87","Why is it wrong and insensitive to assume that a violent person may have done something to invoke more violence?",0
"R/54738b09c477c4415ec0a36ca6014","Got those stomach growlies 👷",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/54712ca8e3e124cfb4d234fd2e8a8","About to punch anybody who wrongs me in the throat. #OnEdge",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/5489129d64f2674e840d523c5410a","What the fuck is going on? Monstercock trying to seduce the Strongman?",0
"R/54856f86e1c8b711cc025d5461c69","I need to find something new to do because life is getting boring",0
"R/5482a2c50355e069bc5940860d9ec","No tindr I will not allow down",0
"R/5482788ebe37edfb41897fa68ab2a","Everyone's lives matter ",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/548b6cd186f5a624e614eecf5f795","Accumulated Depression  (Joke for kids taking 7pm accounting final) ",0
"R/5474170aab5cd06139a87759f9718","So much world star being yelled in ferguson right now",0
"R/5473d170da64d7ff01550cc10d88e","I wonder if people are actually gonna show up to Strangs Micro tomorrow",0
"R/548117c4814e5c9ab813b125d4a0b","Wish I could tell my roommate she has to clean her dishes before she can go to a party....I don't know when this happened I turned into my mother ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547c8a56d77f00794ff91fc89efaa","Men Be strong keep those beards going even though November is over. -fellow bearded gent ",0
"R/54732e8cbf9756d0cfdcecc0ee5f7","Really don't wanna take this accounting test ",0
"R/548a62387001ed06e7ac8513c577d","Dellavedova is easily the best player in the NBA#mvp",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/548934c049036e0e94ce643811df9","My roommate won't stop snoring and I have finals tomorrow. Help.",0
"R/547dbef337374fd9e2f85373cc6ca","Oh boy I hope today is shit on RLK day on yik yak lol",0
"R/5482a2c50355e069bc5940860d9ec","No tindr I will not allow down",0
"R/548bea3373db22e822dbed1ec8493","I can't fucking sleep ",0
"R/547cb97d7dcd1bd90a20887be0cd8","Ladies:  when the cutoff tshirts come out spring semester which upper body muscle is gonna be most attractive to you?",0
"R/54855fe949b81ceafeed0c02d1f03","I don't know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzz's before tomorrow's class.",0
"R/54894269a5884d1044af90cca8a19","My girlfriend told me that if I can finish my 18 page paper by tomorrow she was going to reward me with a sexy outfit and a romantic evening. Talk about some motivation. Love her ",0
"R/5482b712eb962720c5506465dd85e","Any girl on south side wanna come cuddle ",0
"R/5488fd3e3274b7f8e71e430476b4b","Santa's gonna get a good surprise this holiday season eating the thc-imbued christmas cookies out in Colorado. ",0
"R/54890bc353d3ce86585b9629d930b","I wonder if chicks have to check all 3 stalls in milne to take a shit",0
"R/547f13cc62ece1239700fed18c36c","After extensive research shadowing and soul searching I've decided on being a nurse practitioner. My family is so disappointed I was supposed to be the successful child. Officially hopeless.  ",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/547417a78e7b2aa693899acc40048","Ferguson- WORLD STAR",0
"R/547ff134ade010852e12988a3f0d0","Stress smoking...",0
"R/547bb0bca89bed9f74793cafa73e9","I don't know what the hell I was thinking when I added that girl with the bf on snap chat. It's like a painful reminder. ",0
"R/547ea234265d90811e7cb19c0177b","Wildest place you've had sex or fooled around ",0
"R/54885f04df5497919c05fc83d5c25","How did others think barnabis Orgo went ?",0
